,scaled_perc_nans,scaled_mean_token_count,scaled_std_dev_token_count,has_delimiters,scaled_mean_stopword_total,scaled_mean_whitespace_count,scaled_mean_char_count,scaled_mean_delim_count,scaled_stdev_stopword_total,scaled_stdev_whitespace_count,scaled_stdev_char_count,scaled_stdev_delim_count,has_url,has_date
0,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.17086477543246675,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
1,-0.6531124159598933,-0.07674961637500899,-0.1332145124371985,True,-0.10106555577907711,-0.07674961637500899,-0.09424006469359666,-0.1453269227903486,-0.16077874666414316,-0.1332145124371985,-0.14478730758077693,-0.16281197762908664,False,True
2,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.17086477543246675,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
3,-0.6531041542080506,-0.07442260267143529,-0.13237482698986822,True,-0.09909267448501118,-0.07442260267143529,-0.09124215550751101,-0.1478629678337953,-0.15818351175365392,-0.13237482698986822,-0.14330542535373875,-0.16363750595549548,False,True
4,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.17086477543246675,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
5,-0.6530039032807693,-0.07031334640669981,-0.12849189108673975,True,-0.09700069276679146,-0.07031334640669981,-0.08301318970663185,-0.15197603971388532,-0.15301059896222147,-0.12849189108673975,-0.1395630593632043,-0.15871283036417325,False,True
6,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.17086477543246675,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
7,-0.6531094929502048,-0.06825005556138301,-0.1269647345996777,True,-0.09532192802014704,-0.06825005556138301,-0.07994648717896802,-0.15188862040122528,-0.15065198791144807,-0.1269647345996777,-0.1379743599463752,-0.15729953753481205,False,True
8,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.17086477543246675,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
9,-0.6531163173997547,-0.0685432041360918,-0.1276183695409847,True,-0.09616510560315733,-0.0685432041360918,-0.08074643699664558,-0.15097451002376444,-0.1525279124191668,-0.1276183695409847,-0.13889468711608338,-0.15954344900994316,False,True
10,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.17086477543246675,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
11,-0.6530904376183966,-0.08064376896655617,-0.14896772549477671,True,-0.11304296956352136,-0.08064376896655617,-0.09729286922799518,-0.14788800043291328,-0.18014840817749428,-0.14896772549477671,-0.16654737735509553,-0.17727411215296385,False,True
12,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.17086477543246675,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
13,-0.653119625305994,-0.07829249664632844,-0.14724993894069552,True,-0.10981581088381537,-0.07829249664632844,-0.09348181515302445,-0.14599030486796127,-0.17807069271073708,-0.14724993894069552,-0.16456087513024859,-0.1785012869653108,False,False
14,-0.6315661593559225,-0.13814801771478843,-0.16609984017544824,False,-0.17421098728322834,-0.13814801771478843,-0.1666482768481508,-0.19059844090113656,-0.19796880192450855,-0.16609984017544824,-0.1848648445186222,-0.22238795330208996,False,True
15,1.7732726530833491,-0.14853130558346261,-0.17276087318833896,True,-0.18731451666009316,-0.14853130558346261,-0.18300857229912237,-0.19173197601072647,-0.20680622676333857,-0.17276087318833896,-0.1909788763178541,-0.23013487984644496,False,True
16,1.8453104117621122,-0.14842470230256105,-0.17151003561656858,True,-0.18716785402846622,-0.14842470230256105,-0.1834472543769881,-0.191070747196799,-0.20529225469914333,-0.17151003561656858,-0.19214063687095484,-0.2236033997620326,False,True
17,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18783981639096514,-0.14895985718812998,-0.12316412317333068,-0.12747295520327193,-0.21026501048173848,-0.17587019370387563,-0.17978374399525285,-0.15130148960498316,False,False
18,-0.32392221432326496,-0.14768534534251476,-0.17184796012586068,False,-0.18627566256604172,-0.14768534534251476,-0.17817541345438231,-0.19177264683063075,-0.20579440448824876,-0.17184796012586068,-0.18901066199198494,-0.23227110206903662,False,True
19,-0.653119625305994,-0.1410623397050116,-0.17587019370387563,False,-0.17812084979135784,-0.1410623397050116,-0.17763845069411824,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19392799200074265,-0.23227110206903662,False,False
20,-0.653119625305994,-0.1410623397050116,-0.17587019370387563,False,-0.17812084979135784,-0.1410623397050116,-0.16077758492000555,-0.06256888644572282,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
21,-0.653119625305994,-0.1410623397050116,-0.17587019370387563,False,-0.17812084979135784,-0.1410623397050116,-0.16077758492000555,-0.06256888644572282,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
22,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.16077758492000555,-0.06256888644572282,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
23,-0.653119625305994,-0.1410623397050116,-0.17587019370387563,False,-0.14894854646659308,-0.1410623397050116,-0.16997579667676177,-0.0673051719416313,-0.21074153540828652,-0.17587019370387563,-0.19352849641426267,-0.21359218758709383,False,False
24,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.1780699115127962,-0.15947170673440375,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
25,-0.653119625305994,-0.14699516604161922,-0.1711279745249121,False,-0.18542585459548905,-0.14699516604161922,-0.17440825207598,-0.19177264683063075,-0.2049088609315783,-0.1711279745249121,-0.18798996547465172,-0.23227110206903662,False,False
26,-0.6528465651193379,-0.14106314705703402,-0.17575979151533533,False,-0.1781218438724362,-0.14106314705703402,-0.17784127992014293,-0.19177264683063075,-0.2106057466556012,-0.17575979151533533,-0.1938930434804914,-0.23227110206903662,False,True
27,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.16077758492000555,-0.06256888644572282,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
28,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.16077758492000555,-0.06256888644572282,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
29,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.16077758492000555,-0.06256888644572282,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
30,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.1766288842967303,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
31,-0.653119625305994,-0.10626317989647363,-0.1561476615111075,True,-0.14569278562455806,-0.10626317989647362,-0.1302508726789554,-0.191432769406469,-0.1915418616127577,-0.1561476615111075,-0.17514744068666288,-0.2264598895016766,False,True
32,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.1737570018214178,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19517275725632274,-0.23227110206903662,False,True
33,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.18784495089961278,-0.14895985718812998,-0.17374682986459852,-0.19177264683063075,-0.21074153540828652,-0.17587019370387563,-0.19533889939945212,-0.23227110206903662,False,True
34,-0.653119625305994,0.2527605321198252,0.021821172773775932,False,0.19254281759040165,0.2527605321198252,0.26382984347884686,0.05062374127972198,-0.029899290171148552,0.021821172773775932,0.004831590012806593,-0.06307834317364587,False,False
35,-0.653119625305994,-0.09099207886204105,-0.15050762842457444,False,-0.11941778608136715,-0.09099207886204105,-0.1151625747813301,-0.14679200436721818,-0.18570018675464445,-0.15050762842457444,-0.17162584165781655,-0.19005257493367755,False,False
36,-0.653119625305994,0.5065340939106959,-0.17587019370387563,False,2.262628528380628,0.5065340939106959,0.738559023996032,2.5215063212524353,-0.21074153540828652,-0.17587019370387563,-0.18598017183085136,-0.23227110206903662,False,False
37,-0.653119625305994,0.7850253368908874,-0.01685609389387881,False,2.5667640906899885,0.7850253368908874,2.1932545244834825,3.271610152498818,0.20162604256209374,-0.01685609389387881,0.19239622276855795,0.38441351135651464,False,False
38,-0.6468347435510069,-0.14077740966248342,-0.1638522508504184,True,-0.1771408129345651,-0.14077740966248342,-0.16322224520890788,-0.1849451147867616,-0.19426631596599844,-0.1638522508504184,-0.17893723822592256,-0.2058363175921873,False,True
39,-0.653119625305994,-0.08860733828870726,-0.11995785248014283,False,0.04202898592654998,-0.08860733828870727,-0.05142791889522854,0.02027352462460048,-0.027259357396595876,-0.11995785248014283,-0.08787268440979809,-0.0024035647162495948,False,False
40,-0.653119625305994,-0.10772552472921305,-0.1511963554947867,True,-0.14974554142017163,-0.10772552472921307,-0.13751488478300464,-0.18063832277393133,-0.18692012052674223,-0.1511963554947867,-0.17307060514332973,-0.19204269209573396,False,False
41,-0.653119625305994,-0.14895985718812998,-0.17587019370387563,False,-0.16839674868310292,-0.14895985718812998,-0.0814962232530457,-0.0948698265419498,-0.21074153540828652,-0.17587019370387563,-0.16875119447512452,-0.23227110206903662,True,False
